source_id;target_id;matching
37308;209901965;true
37087;208941079;true
34021;207652056;true
38324;209393521;true
33508;206928380;true
13580;90125772;true
34496;207978102;true
37139;208893658;true
32395;206745972;true
37878;210258465;true
31030;205557530;true
35990;204049431;true
33765;208455897;true
37872;210190818;true
17220;90141074;true
37145;208941080;true
27091;203136113;true
34944;208042977;true
29816;208455891;true
14033;90105156;true
34093;207660499;true
32488;206179525;true
37812;209245958;true
35332;208504422;true
24921;203340806;true
38550;208296017;true
35226;209869989;true
34747;203388440;true
31635;206460118;true
20450;201692660;true
28978;204519849;true
33045;203514304;true
33639;206928608;true
35498;90144998;true
36084;205664938;true
34395;206362749;true
30955;205852387;true
23965;203322272;true
27965;203136102;true
34304;207927557;true
28225;205592439;true
34218;208294712;true
36808;210399818;true
38726;204080936;true
28981;204559214;true
38388;210399777;true
32034;10333368;true
17906;204274644;true
33458;210401450;true
34948;208114675;true
34007;207660497;true
32688;208033808;true
34791;204736197;true
34227;210521551;true
19141;90145586;true
33044;203514305;true
36168;208171630;true
29238;204206937;true
36864;210442350;true
36097;208131008;true
26861;203388612;true
19604;203025446;true
37045;208791919;true
38880;210634626;true
21268;203086405;true
21047;10373002;true
19631;202812646;true
26350;202537952;true
30591;204849801;true
36471;209208661;true
36309;208409785;true
34056;207643190;true
25532;208280406;true
33490;207502093;true
34130;207652053;true
36957;207390709;true
37421;209896693;true
27771;202592070;true
37606;10353206;true
10101;90106172;true
33263;208105573;true
18524;90145909;true
33219;205562000;true
30134;206362873;true
34286;207945552;true
34960;208455896;true
37331;207686317;true
34003;207637777;true
31881;203514371;true
18516;202045875;true
37531;204226641;true
31392;205753566;true
9312;90114398;true
33924;208111904;true
30708;205083947;true
37322;209307663;true
38939;204823067;true
34659;208504191;true
13581;90125786;true
23097;202635701;true
36052;90142591;true
38782;210566840;true
34125;205567912;true
33327;208464828;true
34033;207390665;true
32493;203324970;true
36906;208656495;true
29612;205106045;true
21267;203087865;true
25732;203341506;true
38957;207535265;true
37893;208937534;true
36861;210442348;true
37201;209656971;true
18567;208456203;true
34848;208117930;true
35024;208156876;true
30058;209028436;true
36811;208930714;true
33280;206808434;true
23246;90146847;true
35247;208504407;true
29231;204206936;true
33653;207391014;true
35060;207653535;true
23864;204636071;true
35981;207539418;true
25413;90049795;true
23296;201647442;true
18960;202067544;true
33600;207388755;true
36364;208226700;true
35415;206827757;true
34708;208186248;true
30533;205729817;true
34824;207390710;true
35623;207514417;true
36746;208930717;true
33157;207390654;true
33464;210245837;true
26444;203407045;true
34624;207934191;true
35010;208117938;true
36451;208237792;true
32228;205985718;true
37142;209194241;true
31176;205844279;true
30453;207390309;true
36345;204407682;true
24346;208972043;true
33922;207925432;true
35305;207637793;true
38173;210441817;true
33537;206898358;true
30680;207390502;true
29392;204295637;true
36123;208504432;true
32112;206356230;true
31032;210251970;true
36361;208226689;true
37558;205690063;true
33883;208177785;true
33209;208653765;true
24153;208715855;true
36988;209253739;true
35165;208117924;true
23537;203069939;true
34883;208893644;true
25111;203017912;true
38473;10333846;true
34424;207390452;true
18564;208715747;true
32893;208085182;true
30594;204939361;true
36197;207925440;true
36430;208226690;true
38735;203329570;true
37462;209026638;true
36607;209891039;true
31020;205835447;true
16394;203111424;true
29866;205664973;true
32033;204465488;true
34298;207543193;true
37646;209122918;true
21175;10412788;true
38108;208893661;true
34004;207652055;true
33431;207390644;true
19112;90148541;true
29933;202139765;true
28554;204443417;true
26117;204587909;true
37825;205505156;true
37208;209656950;true
34174;205817784;true
32315;205083968;true
28982;204559208;true
38826;208294970;true
32880;205106048;true
22729;202473822;true
23349;50009858;true
21554;206460121;true
37457;209026634;true
36365;208226696;true
33908;208111903;true
36083;206362623;true
25291;203308084;true
32630;207554111;true
34378;210402319;true
33999;208112358;true
37468;209310241;true
36143;207907552;true
27964;203136103;true
20534;203022202;true
34928;208117931;true
35153;206887905;true
24825;202900025;true
33971;207391020;true
37257;209208719;true
16003;208226458;true
31273;203086857;true
33160;207390655;true
36270;208742932;true
28350;204206935;true
36450;209393872;true
28366;204254738;true
33643;206928605;true
35662;207535170;true
37311;209901963;true
28951;206722263;true
34165;206928452;true
34092;210520736;true
27479;10351869;true
37877;210401451;true
35012;207642355;true
6284;202812567;true
36142;207907548;true
33278;206808441;true
34076;207959750;true
37403;209705777;true
26695;202479417;true
36367;208464207;true
33510;205516750;true
37181;209705773;true
34981;208504339;true
36494;204740975;true
29677;204884519;true
37859;210399745;true
38142;206928388;true
28980;204559211;true
35111;201701865;true
36274;206870289;true
33637;207391015;true
31836;205844265;true
17094;203151930;true
33277;206808445;true
34791;203185276;true
39090;208504394;true
33790;210252356;true
38466;206576716;true
30593;204860316;true
29032;205145879;true
33985;208504045;true
36127;210402579;true
28059;205592435;true
31596;204587971;true
34154;207390673;true
34754;207543198;true
32625;201935171;true
30457;207390171;true
33472;205777549;true
30389;202813304;true
34303;207900179;true
34258;206888011;true
14715;203021705;true
29133;206887553;true
25855;205986339;true
30951;205599984;true
33612;207506250;true
38767;204154429;true
32027;210461432;true
37539;208670548;true
35194;208504297;true
25670;203389465;true
37039;208504461;true
27985;204740191;true
36969;203474227;true
16112;202900041;true
34476;206888012;true
26929;203651765;true
28175;204318286;true
29892;208715736;true
36295;90128026;true
33273;206808432;true
15046;209297200;true
33563;207388760;true
33804;206575951;true
36999;206761808;true
34153;207465587;true
33455;208033955;true
30734;207907430;true
34934;208117929;true
31970;206419131;true
26525;203921172;true
34945;208114674;true
20447;90128026;true
30590;90138537;true
37120;209114551;true
30197;205593354;true
25950;202870170;true
35900;208190046;true
26891;202870174;true
34000;207934192;true
33279;206808440;true
35190;208117918;true
28979;204559213;true
29099;204222472;true
24693;203087681;true
38003;210404123;true
33024;90049752;true
28272;206160056;true
38784;204222897;true
34095;207653548;true
36637;205728900;true
28971;204679144;true
32054;206901619;true
38323;203379234;true
34031;207910213;true
34263;207897315;true
32358;208295050;true
36556;209891040;true
22940;203472622;true
29008;204792886;true
29902;205144562;true
7936;90104307;true
27840;203379249;true
36452;209208655;true
27103;202985803;true
34638;209934621;true
26137;204272122;true
34548;207907555;true
29758;201953029;true
22382;90131941;true
34016;208042911;true
29806;202755491;true
34609;207543190;true
17372;10363243;true
36789;208154854;true
36022;208226697;true
38619;202985806;true
34130;207900174;true
38468;210435432;true
34657;207938488;true
30867;205554724;true
38399;210479062;true
33955;207391023;true
34454;207390180;true
33831;207552185;true
25797;204416098;true
19358;90144996;true
36812;210399819;true
37934;208710844;true
34963;208114682;true
33630;207659194;true
37497;208410812;true
23837;202635467;true
33997;207390717;true
13202;10379358;true
35800;208504190;true
37340;208890876;true
33026;204230770;true
33496;206928384;true
25388;90145568;true
33382;207910214;true
34897;208504421;true
29827;205664963;true
34937;208114670;true
36102;90139585;true
25990;203915639;true
33967;207391021;true
33158;207338961;true
37796;210239335;true
29493;204549804;true
22187;204587803;true
37211;209310260;true
34102;205886768;true
17873;90145584;true
21297;202070149;true
25036;202502745;true
35282;207937987;true
35052;207897840;true
34770;207959798;true
34125;203165921;true
36029;202785722;true
36446;208226698;true
33921;207925431;true
37495;206746475;true
23347;50012453;true
24789;203017911;true
30585;204206934;true
38813;209301534;true
34119;207514567;true
35031;208156878;true
17872;90145561;true
23686;10333848;true
36617;208453643;true
33150;208105630;true
38806;210536123;true
27182;206481908;true
18040;203151779;true
36507;208939028;true
27853;202985798;true
35186;208117919;true
30808;204345240;true
19204;203389382;true
33690;207391431;true
34442;208455894;true
33595;207388756;true
38500;208787116;true
36077;207900176;true
38475;10140760;true
34220;209869342;true
24615;203340555;true
38096;207391434;true
38781;207920831;true
37405;208973561;true
38944;201965217;true
27793;204292473;true
32563;206615085;true
31813;207533462;true
37196;209656956;true
32561;207338879;true
33440;207464921;true
34379;208112355;true
13213;203025617;true
36635;208409750;true
16668;90148258;true
34370;207390706;true
36027;203396159;true
34976;208504300;true
35306;207543196;true
38129;210227261;true
32878;204219387;true
31830;205557539;true
32546;202003159;true
33662;205521002;true
38345;208890628;true
38733;207979206;true
37722;210401458;true
33998;208112354;true
30338;206460113;true
7783;202900227;true
35903;205769439;true
33477;208154551;true
38457;206671732;true
28190;208464837;true
33467;207542599;true
37807;207682397;true
38492;206725966;true
13954;90128649;true
31397;202870172;true
37808;204740188;true
28304;203405814;true
33564;208504179;true
34553;204793356;true
33562;207542597;true
37803;207875395;true
36023;202451162;true
33377;10346525;true
37231;209114390;true
36803;207469300;true
32405;203938179;true
37091;207390618;true
33439;207464920;true
28397;203087319;true
22042;202145734;true
31924;206356232;true
33437;207464919;true
38798;205852250;true
38697;206892248;true
37174;209208663;true
27364;204791586;true
38106;202026554;true
38455;202104453;true
33784;207538225;true
30436;204505951;true
33488;208154765;true
33786;206854515;true
35552;206928359;true
30957;202046565;true
38449;206576717;true
37202;209656959;true
37767;204588748;true
38486;205865187;true
16741;201959840;true
38452;208226470;true
33769;208504099;true
35477;206359209;true
20459;201953025;true
38920;206870284;true
37207;209656962;true
8552;90138609;true
37192;209656955;true
31332;205761272;true
34301;206615080;true
27783;202293522;true
26461;200924629;true
33664;205520997;true
30219;207910337;true
29574;204559209;true
37198;209656957;true
33485;208792604;true
35748;210435439;true
28067;203922244;true
38794;209704118;true
34728;207534895;true
38480;204647332;true
39175;204822679;true
28433;203142438;true
28500;203445749;true
34966;207965387;true
33476;208504178;true
16669;90140203;true
32017;202916547;true
33493;206928744;true
20458;201953021;true
17191;202041195;true
37623;208809705;true
34036;207390654;false
28205;207543198;false
33045;203185276;false
33455;208112354;false
33161;207514566;false
33924;207390309;false
28981;208156879;false
27182;10365096;false
27186;204292472;false
31176;207390710;false
18516;202045862;false
34490;207900176;false
30962;206928380;false
33637;208791918;false
33477;205467942;false
26346;207543188;false
29032;208930717;false
32874;202870172;false
34000;208112356;false
31176;205592439;false
33586;210227285;false
29493;10315184;false
13996;210239335;false
33498;210399746;false
33175;207542599;false
33562;208154765;false
30457;204563770;false
34363;208237795;false
33026;204222897;false
27789;204292472;false
29820;10346525;false
33790;207542599;false
29574;204559210;false
33948;207391021;false
33471;208653765;false
33786;207543191;false
32744;204939361;false
33496;209634135;false
33569;208504045;false
28433;207666381;false
34009;209208661;false
30951;209114551;false
31176;208154550;false
7783;202900030;false
29829;205664966;false
34263;207686156;false
34379;208156275;false
33496;210399746;false
33562;207390673;false
33962;207391019;false
20447;208112356;false
34298;207543197;false
33026;204222915;false
29007;205664966;false
33998;208111904;false
34349;207652056;false
33936;207391021;false
28366;207934192;false
33472;205865183;false
34609;206854516;false
23097;205083968;false
13580;202827684;false
27194;208464828;false
25550;90145584;false
17873;90145568;false
33047;209122924;false
28554;207390184;false
33467;210256478;false
31970;207390710;false
33498;207643194;false
32488;207390673;false
24572;202537952;false
34298;204206934;false
33966;90145560;false
34263;207679756;false
27857;207666382;false
33485;208653767;false
34496;208112354;false
28256;208105467;false
32579;203514371;false
33490;205145879;false
33999;208670546;false
25550;90125772;false
34648;208710842;false
34076;207390452;false
19112;207514566;false
23097;206827757;false
33478;208653765;false
34130;207900343;false
34370;207552185;false
27197;204318283;false
26059;203086405;false
29827;204274645;false
34280;207900179;false
33758;208504099;false
33053;201700823;false
32876;202870173;false
32878;203087865;false
20454;201692677;false
34056;209310241;false
30955;205592439;false
18202;203201062;false
34300;207543201;false
33488;205592439;false
33924;207642355;false
33496;206928390;false
34624;205593354;false
34280;207679756;false
34442;208289990;false
34012;207660498;false
18960;208893656;false
34496;208289990;false
25550;90109367;false
34309;208504304;false
22100;204736197;false
32431;90145584;false
31332;205777541;false
25670;207390184;false
8060;202900227;false
33476;208930717;false
33476;203340806;false
28978;208156879;false
31337;204832843;false
34065;206928390;false
29825;204274645;false
34004;207900179;false
34442;210399907;false
33863;209026630;false
34363;208226699;false
33924;206179562;false
26891;204053338;false
33786;207543189;false
30962;207390665;false
34154;208930717;false
33496;207986293;false
32984;90120953;false
21297;206725964;false
33485;207542597;false
20447;207390652;false
34004;209208661;false
32882;202812646;false
34089;207927557;false
32880;206928359;false
20459;201953021;false
20458;201692695;false
33921;208111903;false
33478;206808445;false
34266;207656388;false
33476;205592435;false
34253;202619749;false
28980;204559214;false
29806;204419878;false
32226;205985718;false
34007;207637777;false
33476;206808445;false
27965;203136103;false
33219;90131941;false
22382;202827713;false
26615;202145734;false
30951;206808445;false
33161;206808430;false
25788;204587971;false
33971;207391022;false
33488;208294927;false
17417;207390496;false
5644;205852387;false
34001;208112356;false
33219;90139261;false
20458;209122921;false
22042;202041195;false
33630;209026638;false
33478;205592435;false
33998;207390452;false
30457;209297154;false
17873;208042911;false
34009;207652056;false
7936;202537967;false
34056;207986293;false
33784;204206936;false
16309;208670548;false
34300;207543196;false
30951;208504178;false
17417;90131941;false
16000;208156878;false
33485;205592439;false
14563;208156878;false
23686;10011646;false
33763;207659194;false
33522;205599984;false
7936;202900030;false
23325;205144562;false
25550;207390496;false
23686;10140760;false
33493;201692660;false
34301;206783256;false
30158;206615080;false
34150;207390682;false
33767;204154429;false
29612;202870448;false
29272;202973396;false
26563;208653775;false
18970;204559208;false
32395;203379237;false
34476;206887905;false
33045;201692695;false
16765;204792884;false
17479;202619749;false
33467;205844265;false
22382;205852250;false
26617;204736197;false
34003;207927557;false
27103;203379249;false
27589;208456203;false
7783;202755491;false
34092;210520736;false
32986;202537952;false
34559;90105458;false
28500;207666379;false
33788;204206936;false
19112;207514563;false
20454;209122918;false
33275;207390655;false
33639;208112358;false
33758;203088013;false
34150;205844283;false
33790;204505951;false
33600;207388754;false
33668;206917814;false
34638;207979206;false
34003;207900176;false
34363;208237793;false
31970;207390709;false
33488;207390710;false
27810;209297154;false
13581;202291459;false
28225;203340806;false
34153;207542598;false
33485;208154551;false
33522;202785722;false
33864;206928608;false
28256;208455897;false
26082;204274645;false
27779;207390682;false
33158;207390655;false
22727;206887905;false
34298;205083947;false
33488;208504178;false
34156;204035273;false
29823;205664972;false
32488;206854515;false
33863;206928608;false
27391;201854347;false
29338;207910213;false
33377;10140760;false
33630;208455897;false
26461;206462228;false
26082;204274644;false
28554;203021705;false
33508;209310243;false
30734;203900180;false
21047;209245965;false
34003;207656388;false
33478;207390665;false
28350;202537967;false
27186;208464828;false
22187;207390706;false
33161;205665803;false
33047;201692677;false
27248;10360978;false
27729;208456185;false
32280;205985718;false
34065;206928380;false
34096;207679756;false
33471;207390650;false
28272;207390706;false
34263;207900178;false
33477;205592435;false
25855;203087865;false
33045;209122921;false
20466;204736197;false
34304;207660498;false
29339;207465587;false
34154;206917815;false
27840;206745972;false
28256;208670548;false
33630;209026630;false
34442;207900343;false
32625;201935171;false
27391;208085175;false
33496;208792604;false
33625;209026630;false
34021;207679756;false
34496;208973561;false
28963;203324970;false
24825;203472622;false
33767;204254738;false
20447;204563770;false
33498;206917817;false
34648;207927557;false
32512;204740188;false
33924;207900174;false
22212;10346525;false
31273;202812646;false
34648;207686156;false
22382;204080936;false
34553;90105458;false
34278;210399855;false
28059;207514563;false
33488;208154550;false
21989;204569335;false
33638;207391018;false
33966;201699873;false
14563;210461432;false
29950;204559209;false
34304;210520736;false
33157;207390644;false
33471;207390665;false
33476;207390650;false
33600;207388758;false
34056;205599984;false
30585;206854516;false
21989;204274644;false
33638;207391017;false
17596;90145561;false
26861;206356230;false
23837;205761272;false
25388;90145584;false
32431;90109367;false
29238;207543190;false
33047;201692648;false
34424;208111904;false
31970;205145879;false
34300;210441817;false
33581;207388756;false
33053;10315184;false
27810;208504099;false
27857;204345240;false
9546;208455791;false
34007;207900171;false
31830;208893667;false
16309;203088013;false
34309;207900343;false
33522;209687172;false
34003;207897315;false
22729;207514568;false
34638;209000385;false
32984;201699873;false
26350;206854534;false
33458;207682340;false
23635;202899998;false
28978;202900041;false
26861;203308084;false
33044;204736197;false
33767;208105467;false
33157;209253738;false
18564;210521578;false
20459;201692705;false
34220;207900180;false
33455;208455893;false
31273;203329569;false
33955;207391022;false
33467;207390710;false
34033;207986293;false
34648;207652056;false
33275;206808434;false
33485;203340806;false
33998;207390309;false
33581;207388752;false
26350;202537962;false
28190;208464828;false
33582;207876534;false
33948;203324800;false
25776;207514568;false
33784;207543191;false
33476;209687172;false
33671;208504437;false
20459;201692679;false
33476;206917815;false
8060;202537962;false
31887;203151930;false
34553;210402579;false
33160;10382243;false
28190;204292472;false
33784;209687172;false
34000;204563770;false
26059;205106048;false
28366;209297154;false
33950;208456185;false
34065;206808445;false
33999;203022472;false
34154;207539418;false
33471;208653767;false
32882;203329569;false
34091;208937534;false
33564;203324800;false
34349;207656388;false
29231;207543190;false
33271;209253739;false
33569;207388755;false
33966;207514417;false
13581;90145584;false
27810;203022472;false
33723;204939361;false
34065;208294727;false
33498;202785722;false
33664;202139744;false
32986;205083947;false
32875;206928359;false
28979;204559211;false
33786;204206934;false
34298;207543198;false
34379;208504304;false
33638;203021705;false
34007;207900176;false
33962;208791921;false
33508;206928388;false
22798;202827713;false
24346;203389465;false
7936;90105056;false
25364;208656497;false
32431;203934122;false
31881;206576717;false
23350;207534895;false
33563;207876534;false
28225;90148541;false
34119;202473822;false
34151;207543198;false
34609;207538225;false
27194;208464837;false
31954;203324970;false
33922;207978102;false
32431;90145560;false
33477;210404123;false
5644;207934192;false
33273;209253739;false
31337;202106724;false
26617;201953029;false
28272;207959814;false
33669;206419131;false
31284;202827684;false
7783;204419878;false
32512;207875395;false
34056;207643194;false
33467;207542598;false
34424;207925431;false
29827;205664966;false
19358;90144998;false
34424;208455894;false
22101;203185276;false
34095;207642358;false
34496;208112355;false
27964;208114683;false
31176;205844282;false
9314;90114398;false
33522;207959814;false
34092;207900178;false
33478;207390652;false
17191;205761272;false
30955;206160056;false
33581;207388758;false
34001;207910212;false
33924;208111903;false
20450;203388440;false
33453;206460113;false
33044;201953021;false
32315;205083947;false
34610;204206934;false
32986;204419878;false
7936;207925432;false
30585;204206936;false
10102;90148258;false
33280;209253738;false
27810;208455897;false
23537;202041204;false
33758;206928608;false
30585;207543191;false
34093;207660498;false
33788;207543201;false
14563;204519849;false
28350;202900227;false
10102;202291459;false
33936;204154429;false
29820;10365096;false
34393;206362747;false
28350;207543191;false
28256;203324800;false
17873;90145560;false
34065;207654105;false
29825;205664964;false
34379;207642355;false
34092;207900175;false
34007;207938488;false
29231;207465587;false
33936;207391020;false
33985;207388760;false
9312;204206934;false
29338;207666381;false
33582;207388752;false
32878;204297424;false
33765;208112356;false
34056;207654105;false
21875;10315184;false
33485;208154765;false
21182;208280406;false
33478;210256478;false
17872;90145560;false
34000;208105467;false
29612;208226458;false
34278;207934191;false
27779;90148541;false
33786;207538225;false
20459;203388440;false
33600;207388757;false
32112;206356233;false
34001;203088013;false
33476;208154765;false
29950;204519849;false
15452;204793356;false
29827;205985716;false
34012;207900177;false
33026;90145560;false
29829;203379237;false
34286;202973389;false
34424;207978102;false
34012;209306028;false
27188;208464828;false
19676;90120953;false
17872;202827684;false
33562;208154551;false
32563;205728900;false
33625;209026638;false
33790;207390644;false
28256;206928608;false
17417;90109367;false
27779;207514563;false
25388;202827713;false
33769;206928608;false
29758;10379358;false
13581;90131941;false
34095;207660499;false
34266;207686156;false
20453;201692695;false
26861;206356233;false
31881;206462228;false
33471;206928384;false
17872;202143942;false
30951;207959814;false
29825;208715736;false
33669;207937987;false
21297;207666379;false
34648;207679756;false
7936;202755491;false
32882;206780877;false
33158;207390652;false
29906;203017912;false
33271;206895864;false
33045;201953021;false
34096;207900180;false
33467;205592439;false
25814;203900180;false
22101;201953026;false
28350;210441817;false
33493;208893667;false
34150;208294927;false
33522;207390710;false
28205;207543190;false
32882;208085175;false
33998;208455894;false
33788;205083947;false
34153;207464939;false
33053;10412788;false
33158;209253739;false
34012;207595882;false
33467;207390665;false
33467;208294927;false
33625;208294712;false
33936;206928608;false
34012;207897315;false
17417;202827713;false
33498;205599984;false
29825;204792884;false
20466;201692705;false
26617;201692677;false
29820;10388980;false
22101;201953029;false
33488;207959814;false
31030;201953029;false
33717;208791921;false
30951;207643194;false
34003;209026630;false
33936;207659192;false
33769;208112357;false
28205;206854515;false
34153;202899996;false
16309;209297154;false
33922;207900174;false
32986;202537967;false
32005;209687172;false
22101;201692695;false
34065;210399746;false
34300;207543191;false
34007;207595882;false
33965;203329569;false
33496;202785722;false
33377;10333848;false
34004;207637777;false
33160;207390652;false
28350;90138537;false
16003;208156879;false
30196;208504432;false
16112;204559209;false
27778;207514566;false
34300;207543188;false
33157;207390652;false
33690;209026638;false
17906;204274645;false
23519;208456215;false
33612;204559213;false
20461;209122918;false
33467;208154765;false
34300;204206934;false
27589;208455791;false
33922;208111903;false
33488;209871973;false
29231;207543189;false
28350;204419878;false
26563;208653765;false
34089;210520736;false
34395;206362748;false
33471;207986293;false
10101;207390496;false
33455;207925431;false
19112;207542599;false
21297;207534895;false
33476;208653767;false
29574;208156878;false
33936;207391018;false
9314;202537969;false
34119;202041204;false
34033;207654106;false
19604;204791586;false
32653;202916547;false
30962;209310241;false
33784;204206935;false
33581;207388760;false
34003;209208661;false
26891;206928359;false
34012;207900178;false
33439;207464919;false
29008;205664972;false
29861;208114682;false
33444;206808430;false
33668;205145879;false
25364;207390673;false
33498;209310243;false
17191;205777541;false
33496;207542598;false
31970;206917815;false
31924;204939361;false
33471;208792604;false
34056;207465587;false
32744;203388612;false
30951;202785722;false
33175;205844283;false
31881;10365096;false
33508;207654106;false
17596;90131941;false
33758;204154429;false
34033;205599984;false
33467;207542597;false
19112;205844283;false
33467;209114551;false
25364;205145879;false
32880;202870174;false
34076;207910214;false
16309;208033808;false
33758;208670548;false
