"subject_id","birthdate","deathdate","forename","gender","nameAddition","personalName","label","prefix","surname","work"
"http://d-nb.info/gnd/118689649","1810-01-01","1865-01-01","Elizabeth Cleghorn","female","","","Gaskell, Elizabeth Cleghorn","","Gaskell",""
"http://d-nb.info/gnd/118596039","1885-01-01","1972-01-01","Ezra","male","","","Pound, Ezra","","Pound",""
"http://d-nb.info/gnd/119357453","1895-02-06","1978-04-20","Ferdinand","male","","","Peroutka, Ferdinand","","Peroutka",""
"http://d-nb.info/gnd/118639064","1873-01-01","1939-01-01","Ford Madox","notKnown","","","Ford, Ford Madox","","Ford",""
"http://d-nb.info/gnd/118638106","1752-06-13","1840-01-06","Fanny","female","","","Burney, Fanny","","Burney",""
"http://d-nb.info/gnd/118627066","1431-01-01","1464-01-01","François","male","","","Villon, François","","Villon",""
"http://d-nb.info/gnd/119251787","1906-10-29","1972-11-03","Fredric","male","","","Brown, Fredric","","Brown",""
"http://d-nb.info/gnd/119375168","1947-01-10","2002-04-27","George Alec","male","","","Effinger, George Alec","","Effinger",""
"http://d-nb.info/gnd/118531980","1677-01-01","1707-01-01","George","male","","","Farquhar, George","","Farquhar",""
"http://d-nb.info/gnd/118903004","1936-03-07","1982-03-03","Georges","male","","","Perec, Georges","","Perec",""
"http://d-nb.info/gnd/118717618","1147-01-01","1223-01-01","","male","Cambrensis","Gerardus","Gerardus, Cambrensis","","",""
"http://d-nb.info/gnd/115717110","1933-03-13","2009-12-24","Gero","male","","","Wilpert, Gero von","von","Wilpert",""
"http://d-nb.info/gnd/122684524","1951-01-01","","Greg","male","","","Bear, Greg","","Bear",""
"http://d-nb.info/gnd/121630862","1941-01-01","","Gregory","male","","","Benford, Gregory","","Benford",""
"http://d-nb.info/gnd/118050982","1954-01-01","","Guy Gavriel","notKnown","","","Kay, Guy Gavriel","","Kay",""
"http://d-nb.info/gnd/133034925","1887-01-13","1917-07-31","","notKnown","","Hedd Wyn","Hedd Wyn","","",""
"http://d-nb.info/gnd/118506358","1799-05-20","1850-08-19","Honoré","male","","","Balzac, Honoré de","de","Balzac",""
"http://d-nb.info/gnd/119110741","1886-01-14","1947-09-26","Hugh","male","","","Lofting, Hugh","","Lofting",""
"http://d-nb.info/gnd/115629394","1958-09-27","","Irvine","male","","","Welsh, Irvine","","Welsh",""
"http://d-nb.info/gnd/118574183","1876-01-12","1916-11-22","Jack","male","","","London, Jack","","London",""
"http://d-nb.info/gnd/13013015X","1935-01-01","","Jack","notKnown","","","McDevitt, Jack","","McDevitt",""
"http://d-nb.info/gnd/119185121","1941-01-01","","Jeffrey Moussaieff","notKnown","","","Masson, Jeffrey Moussaieff","","Masson",""
"http://d-nb.info/gnd/118542729","1933-08-13","1999-01-14","Jerzy","male","","","Grotowski, Jerzy","","Grotowski",""
"http://d-nb.info/gnd/118610473","1766-07-03","1838-04-17","Johanna","female","","","Schopenhauer, Johanna","","Schopenhauer",""
"http://d-nb.info/gnd/122880765","1938-01-17","1991-03-08","John","male","","","Bellairs, John","","Bellairs",""
"http://d-nb.info/gnd/118517473","1628-01-01","1688-01-01","John","male","","","Bunyan, John","","Bunyan",""
"http://d-nb.info/gnd/118689371","1867-08-14","1933-01-31","John","male","","","Galsworthy, John","","Galsworthy",""
"http://d-nb.info/gnd/172999421","1947-01-01","2018-01-01","John Perry","male","","","Barlow, John Perry","","Barlow",""
"http://d-nb.info/gnd/118964038","1922-11-16","2010-06-18","José","male","","","Saramago, José","","Saramago",""
"http://d-nb.info/gnd/118808567","1817-01-01","1893-01-01","José","male","","","Zorrilla, José","","Zorrilla",""
"http://d-nb.info/gnd/118668250","1890-01-09","1938-12-25","Karel","male","","","Čapek, Karel","","Čapek",""
"http://d-nb.info/gnd/118885820","1851-01-01","1904-01-01","Kate","female","","","Chopin, Kate","","Chopin",""
"http://d-nb.info/gnd/120546647","1962-01-01","","Kevin J.","male","","","Anderson, Kevin J.","","Anderson",""
"http://d-nb.info/gnd/124269087","1907-11-27","2000-11-06","L. Sprague","male","","","De Camp, L. Sprague","","De Camp",""
"http://d-nb.info/gnd/122549074","1911-05-29","1970-01-15","Leʾah","notKnown","","","Goldberg, Leʾah","","Goldberg",""
"http://d-nb.info/gnd/119209977","1915-12-07","1978-03-18","Leigh","female","","","Brackett, Leigh","","Brackett",""
"http://d-nb.info/gnd/119210347","1924-01-30","2007-05-17","Lloyd","male","","","Alexander, Lloyd","","Alexander",""
"http://d-nb.info/gnd/118845144","1931-01-01","","Lloyd","notKnown","","","DeMause, Lloyd","","DeMause",""
"http://d-nb.info/gnd/118696734","1713-04-11","1762-06-26","Luise Adelgunde Victorie","female","","","Gottsched, Luise Adelgunde Victorie","","Gottsched",""
"http://d-nb.info/gnd/107959879","1945-01-01","","Michael John","notKnown","","","Harrison, Michael John","","Harrison",""
"http://d-nb.info/gnd/123511399","1862-08-01","1936-06-12","M. R.","male","","","James, M. R.","","James",""
"http://d-nb.info/gnd/118681648","1767-01-01","1849-05-22","Maria","female","","","Edgeworth, Maria","","Edgeworth",""
"http://d-nb.info/gnd/119222159","1930-01-01","1999-01-01","Marion Zimmer","notKnown","","","Bradley, Marion Zimmer","","Bradley",""
"http://d-nb.info/gnd/138521336","1917-01-01","1995-01-01","Melvin","notKnown","","","Kranzberg, Melvin","","Kranzberg",""
"http://d-nb.info/gnd/114001464","1950-06-24","","Mercedes","female","","","Lackey, Mercedes","","Lackey",""
"http://d-nb.info/gnd/118644041","1509-01-01","1557-04-09","Mikael","male","","","Agricola, Mikael","","Agricola",""
"http://d-nb.info/gnd/118568043","1929-04-01","","Milan","male","","","Kundera, Milan","","Kundera",""
"http://d-nb.info/gnd/11858331X","1622-01-15","1673-02-17","","male","","Molière","Molière","","",""
"http://d-nb.info/gnd/1020268409","1896-01-01","1975-01-01","Murray","male","","","Leinster, Murray","","Leinster",""
"http://d-nb.info/gnd/118639536","1862-09-11","1910-06-05","O.","male","","","Henry, O.","","Henry",""
"http://d-nb.info/gnd/118696211","1728-11-10","1774-04-04","Oliver","male","","","Goldsmith, Oliver","","Goldsmith",""
"http://d-nb.info/gnd/118590995","-0043","0017-01-01","Publius","male","","","Ovidius Naso, Publius","","Ovidius Naso",""
"http://d-nb.info/gnd/118981501","1909-11-10","1970-08-19","Paweł","male","","","Jasienica, Paweł","","Jasienica",""
"http://d-nb.info/gnd/118767593","1753-01-01","1784-01-01","Phillis","female","","","Wheatley, Phillis","","Wheatley",""
"http://d-nb.info/gnd/109810007","1914-11-07","2002-03-18","Raphael Aloysius","male","","","Lafferty, Raphael Aloysius","","Lafferty",""
"http://d-nb.info/gnd/11853002X","1914-03-01","1994-04-16","Ralph","notKnown","","","Ellison, Ralph","","Ellison",""
"http://d-nb.info/gnd/118597302","1903-02-21","1976-10-25","Raymond","male","","","Queneau, Raymond","","Queneau",""
"http://d-nb.info/gnd/118635344","1908-01-01","1960-01-01","Richard","notKnown","","","Wright, Richard","","Wright",""
"http://d-nb.info/gnd/118630962","1916-09-13","1990-11-21","Roald","male","","","Dahl, Roald","","Dahl",""
"http://d-nb.info/gnd/108990168","1946-06-28","2008-05-22","Robert","notKnown","","","Asprin, Robert","","Asprin",""
"http://d-nb.info/gnd/118639331","1895-07-24","1985-12-07","Robert","male","","","Graves, Robert","","Graves",""
"http://d-nb.info/gnd/119171449","1927-05-25","2001-03-12","Robert","male","","","Ludlum, Robert","","Ludlum",""
"http://d-nb.info/gnd/132272741","1942-06-18","2013-04-04","Roger","male","","","Ebert, Roger","","Ebert",""
"http://d-nb.info/gnd/119204428","1937-01-01","1995-01-01","Roger","notKnown","","","Zelazny, Roger","","Zelazny",""
"http://d-nb.info/gnd/118641239","1870-12-18","1916-11-13","","male","","Saki","Saki","","",""
"http://d-nb.info/gnd/118873520","1947-06-19","","Salman","male","","","Rushdie, Salman","","Rushdie",""
"http://d-nb.info/gnd/118558161","1709-09-18","1784-12-13","Samuel","male","","","Johnson, Samuel","","Johnson",""
"http://d-nb.info/gnd/118508725","1915-06-10","2005-04-05","Saul","notKnown","","","Bellow, Saul","","Bellow",""
"http://d-nb.info/gnd/118547410","1939-04-13","2013-08-30","Seamus","male","","","Heaney, Seamus","","Heaney",""
"http://d-nb.info/gnd/118501038","1888-01-01","1970-01-01","Shemuʾel Yosef","male","","","ʿAgnon, Shemuʾel Yosef","","ʿAgnon",""
"http://d-nb.info/gnd/118642243","1886-01-01","1967-01-01","Siegfried","male","","","Sassoon, Siegfried","","Sassoon",""
"http://d-nb.info/gnd/11880314X","1882-05-20","1949-06-10","Sigrid","female","","","Undset, Sigrid","","Undset",""
"http://d-nb.info/gnd/118572490","1885-05-07","1951-01-10","Sinclair","male","","","Lewis, Sinclair","","Lewis",""
"http://d-nb.info/gnd/120858568","1942-01-01","","Stan","male","","","Rice, Stan","","Rice",""
"http://d-nb.info/gnd/118529951","1930-01-01","1995-01-01","Stanley","male","","","Elkin, Stanley","","Elkin",""
"http://d-nb.info/gnd/119337266","1947-01-01","","Stefano","male","","","Benni, Stefano","","Benni",""
"http://d-nb.info/gnd/124280927","1957-01-01","","Stephen","notKnown","","","Baxter, Stephen","","Baxter",""
"http://d-nb.info/gnd/118522620","1871-11-01","1900-06-05","Stephen","male","","","Crane, Stephen","","Crane",""
"http://d-nb.info/gnd/123689015","1955-01-01","","Steven","male","","","Brust, Steven","","Brust",""
"http://d-nb.info/gnd/119006081","1902-01-01","1971-01-01","Stevie","female","","","Smith, Stevie","","Smith",""
"http://d-nb.info/gnd/118576771","1842-01-01","1898-01-01","Stéphane","male","","","Mallarmé, Stéphane","","Mallarmé",""
"http://d-nb.info/gnd/118619918","0070-01-01","0150-01-01","Gaius","male","","","Suetonius Tranquillus, Gaius","","Suetonius Tranquillus",""
"http://d-nb.info/gnd/107683733","1839-03-16","1907-09-07","Sully","male","","","Prudhomme, Sully","","Prudhomme",""
"http://d-nb.info/gnd/118841386","","","Wu","notKnown","","","Sun, Wu","","Sun",""
"http://d-nb.info/gnd/120249677","1935-05-23","","Susan","female","","","Cooper, Susan","","Cooper",""
"http://d-nb.info/gnd/118594877","1932-10-27","1963-02-11","Sylvia","female","","","Plath, Sylvia","","Plath",""
"http://d-nb.info/gnd/118632159","1906-05-29","1964-01-17","Terence H.","male","","","White, Terence H.","","White",""
"http://d-nb.info/gnd/110658019","1949-01-01","","Tabitha","notKnown","","","King, Tabitha","","King",""
"http://d-nb.info/gnd/11855459X","1930-08-17","1998-10-28","Ted","male","","","Hughes, Ted","","Hughes",""
"http://d-nb.info/gnd/120191806","1944-01-01","","Terry","notKnown","","","Brooks, Terry","","Brooks",""
"http://d-nb.info/gnd/119252880","1948-04-28","2015-03-12","Terry","male","","","Pratchett, Terry","","Pratchett",""
"http://d-nb.info/gnd/118799282","1918-02-16","1985-05-08","Theodore","notKnown","","","Sturgeon, Theodore","","Sturgeon",""
"http://d-nb.info/gnd/118697277","1716-01-01","1771-01-01","Thomas","male","","","Gray, Thomas","","Gray",""
"http://d-nb.info/gnd/118545930","1840-06-02","1928-01-11","Thomas","male","","","Hardy, Thomas","","Hardy",""
"http://d-nb.info/gnd/118577166","1875-06-06","1955-08-12","Thomas","male","","","Mann, Thomas","","Mann",""
"http://d-nb.info/gnd/118632817","1897-04-17","1975-12-07","Thornton","male","","","Wilder, Thornton","","Wilder",""
"http://d-nb.info/gnd/11853789X","1811-08-30","1872-10-23","Théophile","male","","","Gautier, Théophile","","Gautier",""
"http://d-nb.info/gnd/128678283","1952-01-01","","Tim","notKnown","","","Powers, Tim","","Powers",""
"http://d-nb.info/gnd/119419610","1947-04-12","2013-10-01","Tom","male","","","Clancy, Tom","","Clancy",""
"http://d-nb.info/gnd/118618695","1937-07-03","","Tom","male","","","Stoppard, Tom","","Stoppard",""
"http://d-nb.info/gnd/118911627","1931-01-01","","Toni","notKnown","","","Morrison, Toni","","Morrison",""
"http://d-nb.info/gnd/115745351","1942-01-01","","Tony","male","","","Buzan, Tony","","Buzan",""
"http://d-nb.info/gnd/118620916","1544-03-11","1595-04-25","Torquato","male","","","Tasso, Torquato","","Tasso",""
"http://d-nb.info/gnd/118920316","1914-08-09","2001-06-27","Tove","female","","","Jansson, Tove","","Jansson",""
"http://d-nb.info/gnd/118624938","1896-04-04","1963-12-24","Tristan","male","","","Tzara, Tristan","","Tzara",""
"http://d-nb.info/gnd/118923382","1929-10-21","2018-01-22","Ursula K.","female","","","Le Guin, Ursula K.","","Le Guin",""
"http://d-nb.info/gnd/119500655","1936-04-09","1988-04-26","Valerie","notKnown","","","Solanas, Valerie","","Solanas",""
"http://d-nb.info/gnd/124820662","1944-01-01","","Vernor","notKnown","","","Vinge, Vernor","","Vinge",""
"http://d-nb.info/gnd/118911023","1546-01-01","1591-01-01","Veronica","male","","","Franco, Veronica","","Franco",""
"http://d-nb.info/gnd/118644572","1898-04-26","1984-12-14","Vicente","male","","","Aleixandre, Vicente","","Aleixandre",""
"http://d-nb.info/gnd/118554654","1802-02-26","1885-05-22","Victor","male","","","Hugo, Victor","","Hugo",""
"http://d-nb.info/gnd/118626574","-0070","-0019","Publius","male","","","Vergilius Maro, Publius","","Vergilius Maro",""
"http://d-nb.info/gnd/118635174","1882-01-25","1941-03-28","Virginia","female","","","Woolf, Virginia","","Woolf",""
"http://d-nb.info/gnd/118586114","1899-04-23","1970-07-02","Vladimir","male","","","Nabokov, Vladimir","","Nabokov",""
"http://d-nb.info/gnd/118627813","1694-11-21","1778-05-30","","male","","Voltaire","Voltaire","","",""
"http://d-nb.info/gnd/118912135","1916-04-28","1990-05-10","Walker","notKnown","","","Percy, Walker","","Percy",""
"http://d-nb.info/gnd/118807153","1819-05-31","1892-03-26","Walt","male","","","Whitman, Walt","","Whitman",""
"http://d-nb.info/gnd/118641859","1552-01-01","1618-01-01","Walter","male","","","Raleigh, Walter","","Raleigh",""
"http://d-nb.info/gnd/118787454","1893-03-18","1918-11-04","Wilfred","male","","","Owen, Wilfred","","Owen",""
"http://d-nb.info/gnd/118517880","1832-04-15","1908-01-09","Wilhelm","male","","","Busch, Wilhelm","","Busch",""
"http://d-nb.info/gnd/118542265","1786-02-24","1859-12-16","Wilhelm","male","","","Grimm, Wilhelm","","Grimm",""
"http://d-nb.info/gnd/118511513","1757-11-28","1827-08-12","William","male","","","Blake, William","","Blake",""
"http://d-nb.info/gnd/11877199X","1883-01-01","1963-01-01","William Carlos","notKnown","","","Williams, William Carlos","","Williams",""
"http://d-nb.info/gnd/118521802","1670-01-01","1729-01-01","William","male","","","Congreve, William","","Congreve",""
"http://d-nb.info/gnd/11894939X","1928-01-01","","William F.","notKnown","","","Nolan, William F.","","Nolan",""
"http://d-nb.info/gnd/118532081","1897-09-25","1962-07-06","William","male","","","Faulkner, William","","Faulkner",""
"http://d-nb.info/gnd/122148010","1948-03-17","","William","notKnown","","","Gibson, William","","Gibson",""
"http://d-nb.info/gnd/118696165","1911-09-19","1993-06-19","William","male","","","Golding, William","","Golding",""
"http://d-nb.info/gnd/12442290X","1931-08-12","","William","male","","","Goldman, William","","Goldman",""
"http://d-nb.info/gnd/118621483","1811-07-16","1863-12-24","William Makepeace","male","","","Thackeray, William Makepeace","","Thackeray",""
"http://d-nb.info/gnd/118517805","1914-02-05","1997-08-02","William S.","male","","","Burroughs, William S.","","Burroughs",""
"http://d-nb.info/gnd/118605569","1908-08-31","1981-05-18","William","male","","","Saroyan, William","","Saroyan",""
"http://d-nb.info/gnd/118635212","1770-04-07","1850-04-23","William","male","","","Wordsworth, William","","Wordsworth",""
"http://d-nb.info/gnd/119449048","1923-07-02","2012-02-01","Wisława","female","","","Szymborska, Wisława","","Szymborska",""
"http://d-nb.info/gnd/118540645","1904-08-04","1969-07-25","Witold","male","","","Gombrowicz, Witold","","Gombrowicz",""
"http://d-nb.info/gnd/118615807","1934-07-13","","Wole","notKnown","","","Soyinka, Wole","","Soyinka",""
"http://d-nb.info/gnd/11878854X","1867-05-07","1925-12-05","Władysław Stanisław","male","","","Reymont, Władysław Stanisław","","Reymont",""
"http://d-nb.info/gnd/118635808","-0430","-0355","","male","","Xenophon","Xenophon","","",""
"http://d-nb.info/gnd/118605259","1884-01-01","1937-01-01","Evgenij Ivanovič","male","","","Zamjatin, Evgenij Ivanovič","","Zamjatin",""
"http://d-nb.info/gnd/119241269","1818-01-14","1898-03-12","Zacharias","male","","","Topelius, Zacharias","","Topelius",""
"http://d-nb.info/gnd/11904949X","1891-01-01","1960-01-01","Zora Neale","female","","","Hurston, Zora Neale","","Hurston",""
"http://d-nb.info/gnd/118637223","1840-04-02","1902-09-28","Émile","male","","","Zola, Émile","","Zola",""
"http://d-nb.info/gnd/130545155","1837-01-01","1926-01-01","Agnes Maule","notKnown","","","Machar, Agnes Maule","","Machar",""
"http://d-nb.info/gnd/11880426X","1741-01-01","1816-01-01","Alessandro","notKnown","","","Verri, Alessandro","","Verri",""
"http://d-nb.info/gnd/1031900519","1906-05-23","1995-04-13","Allan","male","","","Scott, Allan","","Scott",""
"http://d-nb.info/gnd/119264439","1858-01-01","1922-01-01","C. V.","notKnown","","","Raman Pillai, C. V.","","Raman Pillai",""
"http://d-nb.info/gnd/1018595686","","","David","notKnown","","","Kessler, David","","Kessler",""
"http://d-nb.info/gnd/1062973712","1979-01-01","","Emily St. John","female","","","Mandel, Emily St. John","","Mandel",""
"http://d-nb.info/gnd/114037299","1957-01-01","","George","male","","","Steinmetz, George","","Steinmetz",""
"http://d-nb.info/gnd/132678802","1971-01-01","","Gillian","female","","","Flynn, Gillian","","Flynn",""
"http://d-nb.info/gnd/119293684","1938-05-29","","Girish Raghunath","male","","","Karnad, Girish Raghunath","","Karnad",""
"http://d-nb.info/gnd/124684378","1956-01-01","","Janice","notKnown","","","Galloway, Janice","","Galloway",""
"http://d-nb.info/gnd/100371310","1741-01-01","1806-01-01","Jean Louis","notKnown","","","Lolme, Jean Louis de","de","Lolme",""
"http://d-nb.info/gnd/118781022","1864-02-29","1942-03-17","Josef Svatopluk","male","","","Machar, Josef Svatopluk","","Machar",""
"http://d-nb.info/gnd/118944428","1890-01-01","1954-01-01","Kunio","male","","","Kishida, Kunio","","Kishida",""
"http://d-nb.info/gnd/138885702","1927-01-01","2008-01-01","Kunio","male","","","Ogawa, Kunio","","Ogawa",""
"http://d-nb.info/gnd/1022634445","1940-01-01","","Padmā","notKnown","","","Sacadeva, Padmā","","Sacadeva",""
"http://d-nb.info/gnd/1022828789","","","Parag","notKnown","","","Khanna, Parag","","Khanna",""
"http://d-nb.info/gnd/118589334","1898-05-23","1989-10-16","Scott","male","","","O'Dell, Scott","","O'Dell",""
"http://d-nb.info/gnd/118547607","1865-02-19","1952-11-26","Sven Anders","male","","","Hedin, Sven Anders","","Hedin",""
"http://d-nb.info/gnd/124928048","1961-01-01","","Sven","male","","","Regener, Sven","","Regener",""
"http://d-nb.info/gnd/1054557985","1973-01-01","","Thomas","male","","","Taylor, Thomas","","Taylor",""
"http://d-nb.info/gnd/119015072","1923-10-06","2015-02-28","","male","","Yaşar Kemal","Yaşar Kemal","","",""
"http://d-nb.info/gnd/118962876","1891-01-01","1938-01-01","Evgenij Dmitrievič","male","","","Polivanov, Evgenij Dmitrievič","","Polivanov",""
"http://d-nb.info/gnd/119083264","1931-01-01","","Adrienne","notKnown","","","Kennedy, Adrienne","","Kennedy",""
"http://d-nb.info/gnd/128832304","1959-01-01","","","notKnown","","Alai","Alai","","",""
"http://d-nb.info/gnd/11903817X","1910-01-01","1983-01-01","Alan","notKnown","","","Moorehead, Alan","","Moorehead",""
"http://d-nb.info/gnd/12878945X","1872-01-01","1945-01-01","Albert Jay","notKnown","","","Nock, Albert Jay","","Nock",""
"http://d-nb.info/gnd/142371556","1915-03-11","1992-04-01","Alejandro","male","","","Carrión, Alejandro","","Carrión",""
"http://d-nb.info/gnd/141884347","1966-01-01","","Alex","notKnown","","","Flinn, Alex","","Flinn",""
"http://d-nb.info/gnd/116941359","1851-01-15","1934-09-26","Alexander","male","","","Moszkowski, Alexander","","Moszkowski",""
"http://d-nb.info/gnd/118743481","1749-08-31","1802-09-24","Aleksandr N.","male","","","Radiščev, Aleksandr N.","","Radiščev",""
"http://d-nb.info/gnd/118557548","1851-01-01","1930-01-01","Alois","notKnown","","","Jirásek, Alois","","Jirásek",""
"http://d-nb.info/gnd/11878594X","1870-01-01","1919-01-01","Amado","notKnown","","","Nervo, Amado","","Nervo",""
"http://d-nb.info/gnd/115806040","1959-01-01","","Andreas","male","","","Mand, Andreas","","Mand",""
"http://d-nb.info/gnd/13232394X","1952-01-01","","Andrew","male","","","Motion, Andrew","","Motion",""
"http://d-nb.info/gnd/118888781","1937-06-24","","Anita","female","","","Desai, Anita","","Desai",""
"http://d-nb.info/gnd/123575087","1916-08-22","2007-10-18","Anthony R.","male","","","Michaelis, Anthony R.","","Michaelis",""
"http://d-nb.info/gnd/118684094","1842-01-01","1911-01-01","Antonio","male","","","Fogazzaro, Antonio","","Fogazzaro",""
"http://d-nb.info/gnd/132909243","1931-05-30","","Antonio","notKnown","","","Gamoneda, Antonio","","Gamoneda",""
"http://d-nb.info/gnd/119022060","1943-09-23","2012-03-25","Antonio","male","","","Tabucchi, Antonio","","Tabucchi",""
"http://d-nb.info/gnd/128371161","1950-01-01","","Arianna Stassinopoulos","female","","","Huffington, Arianna Stassinopoulos","","Huffington",""
"http://d-nb.info/gnd/118850067","1828-04-27","1891-03-23","August","male","","","Becker, August","","Becker",""
"http://d-nb.info/gnd/118668757","1825-01-01","1890-01-01","Camilo","notKnown","","","Castelo Branco, Camilo","","Castelo Branco",""
"http://d-nb.info/gnd/123749115","1944-01-01","","Camilo José","notKnown","","","Vergara, Camilo José","","Vergara",""
"http://d-nb.info/gnd/124102646","1950-01-01","","Charles","male","","","Frazier, Charles","","Frazier",""
"http://d-nb.info/gnd/172277760","1889-01-01","1930-01-01","Charles K.","notKnown","","","Scott Moncrieff, Charles K.","","Scott Moncrieff",""
"http://d-nb.info/gnd/112054277","1950-07-19","","Charles","male","","","Nicholl, Charles","","Nicholl",""
"http://d-nb.info/gnd/12251081X","1926-06-10","2015-11-29","Christopher","male","","","Middleton, Christopher","","Middleton",""
"http://d-nb.info/gnd/132349345","1965-01-01","2009-01-01","Christopher","notKnown","","","Nolan, Christopher","","Nolan",""
"http://d-nb.info/gnd/118791435","1915-01-01","1997-01-01","Claude","male","","","Roy, Claude","","Roy",""
"http://d-nb.info/gnd/109050444","1951-05-01","","Colin","male","","","McNaughton, Colin","","McNaughton",""
"http://d-nb.info/gnd/120041952","1955-05-30","","Colm","notKnown","","","Tóibín, Colm","","Tóibín",""
"http://d-nb.info/gnd/121859606","1969-01-01","","Colson","male","","","Whitehead, Colson","","Whitehead",""
"http://d-nb.info/gnd/133249980","1970-03-12","","Dave","male","","","Eggers, Dave","","Eggers",""
"http://d-nb.info/gnd/119201178","1947-06-05","","David","male","","","Hare, David","","Hare",""
"http://d-nb.info/gnd/101226306","1835-01-01","1913-01-01","Deborah","notKnown","","","Alcock, Deborah","","Alcock",""
"http://d-nb.info/gnd/172031796","1954-01-01","","Donald","notKnown","","","Margulies, Donald","","Margulies",""
"http://d-nb.info/gnd/119469596","1923-01-01","2001-01-01","Dorothy","notKnown","","","Dunnett, Dorothy","","Dunnett",""
"http://d-nb.info/gnd/122717473","1955-01-01","","Douglas","notKnown","","","Kennedy, Douglas","","Kennedy",""
"http://d-nb.info/gnd/1055098976","1856-02-05","1947-02-12","Douglas Brooke Wheelton","notKnown","","","Sladen, Douglas Brooke Wheelton","","Sladen",""
"http://d-nb.info/gnd/173691803","1970-01-01","","Ebru","notKnown","","","Umar, Ebru","","Umar",""
"http://d-nb.info/gnd/119042673","1940-09-03","2015-04-13","Eduardo","male","","","Galeano, Eduardo","","Galeano",""
